ALGORITHM_NAME,PHM_PATTERNS_SK,PARAMETER_NAME,PARAMETER_VALUE
# Head Rotation To Decap Position Error DCM 1082,196,IHN_LEVEL3_DESC,Head Rotation To Decap Position Error DCM 1082
# Head Rotation To Decap Position Error DCM 1082,196,ALGORITHM_TYPE,ERROR_COUNT
# Head Rotation To Decap Position Error DCM 1082,196,ERROR_COUNT,1
# Head Rotation To Decap Position Error DCM 1082,196,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Head Rotation To Decap Position Error DCM 1082,196,THRESHOLDS_DAYS,2
# Head Rotation To Decap Position Error DCM 1082,196,THRESHOLD_DATA_DAYS,2
# Waiting For Run Away Ack Notification - Load Gate CM 0653,197,MODULE,CM
# Waiting For Run Away Ack Notification - Load Gate CM 0653,197,ERROR_CODE_VALUE,0653
# Waiting For Run Away Ack Notification - Load Gate CM 0653,197,IHN_LEVEL3_DESC,Waiting For Run Away Ack Notification - Load Gate CM 0653
# Waiting For Run Away Ack Notification - Load Gate CM 0653,197,ALGORITHM_TYPE,ERROR_COUNT
# Waiting For Run Away Ack Notification - Load Gate CM 0653,197,ERROR_COUNT,1
# Waiting For Run Away Ack Notification - Load Gate CM 0653,197,THRESHOLD_DESCRIPTION,1/day
# Waiting For Run Away Ack Notification - Load Gate CM 0653,197,THRESHOLDS_DAYS,1
# Waiting For Run Away Ack Notification - Load Gate CM 0653,197,THRESHOLD_DATA_DAYS,1
# Automation Carrier with Routing Error at Output Gate ISR 504D,198,MODULE,ISR
# Automation Carrier with Routing Error at Output Gate ISR 504D,198,ERROR_CODE_VALUE,504D
# Automation Carrier with Routing Error at Output Gate ISR 504D,198,IHN_LEVEL3_DESC,Automation Carrier with Routing Error at Output Gate ISR 504D
# Automation Carrier with Routing Error at Output Gate ISR 504D,198,ALGORITHM_TYPE,ERROR_COUNT
# Automation Carrier with Routing Error at Output Gate ISR 504D,198,ERROR_COUNT,2
# Automation Carrier with Routing Error at Output Gate ISR 504D,198,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Automation Carrier with Routing Error at Output Gate ISR 504D,198,THRESHOLDS_DAYS,2
# Automation Carrier with Routing Error at Output Gate ISR 504D,198,THRESHOLD_DATA_DAYS,2
# Axes X And Y Moving Fault Recovery has Failed IOM 049F,199,MODULE,IOM
# Axes X And Y Moving Fault Recovery has Failed IOM 049F,199,ERROR_CODE_VALUE,049F
# Axes X And Y Moving Fault Recovery has Failed IOM 049F,199,IHN_LEVEL3_DESC,Axes X And Y Moving Fault Recovery has Failed IOM 049F
# Axes X And Y Moving Fault Recovery has Failed IOM 049F,199,ALGORITHM_TYPE,ERROR_COUNT
# Axes X And Y Moving Fault Recovery has Failed IOM 049F,199,ERROR_COUNT,1
# Axes X And Y Moving Fault Recovery has Failed IOM 049F,199,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Axes X And Y Moving Fault Recovery has Failed IOM 049F,199,THRESHOLDS_DAYS,2
# Axes X And Y Moving Fault Recovery has Failed IOM 049F,199,THRESHOLD_DATA_DAYS,2
# Pipettor Moving Fault Error AQM E0EF,200,MODULE,AQM
# Pipettor Moving Fault Error AQM E0EF,200,ERROR_CODE_VALUE,E0EF
# Pipettor Moving Fault Error AQM E0EF,200,IHN_LEVEL3_DESC,Pipettor Moving Fault Error AQM E0EF
# Pipettor Moving Fault Error AQM E0EF,200,ALGORITHM_TYPE,ERROR_COUNT
# Pipettor Moving Fault Error AQM E0EF,200,ERROR_COUNT,2
# Pipettor Moving Fault Error AQM E0EF,200,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Pipettor Moving Fault Error AQM E0EF,200,THRESHOLDS_DAYS,2
# Pipettor Moving Fault Error AQM E0EF,200,THRESHOLD_DATA_DAYS,2
# Head Rotation To Waste Position Error DCM 1083,201,MODULE,DCM
# Head Rotation To Waste Position Error DCM 1083,201,ERROR_CODE_VALUE,1083
# Head Rotation To Waste Position Error DCM 1083,201,IHN_LEVEL3_DESC,Head Rotation To Waste Position Error DCM 1083
# Head Rotation To Waste Position Error DCM 1083,201,ALGORITHM_TYPE,ERROR_COUNT
# Head Rotation To Waste Position Error DCM 1083,201,ERROR_COUNT,1
# Head Rotation To Waste Position Error DCM 1083,201,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Head Rotation To Waste Position Error DCM 1083,201,THRESHOLDS_DAYS,2
# Head Rotation To Waste Position Error DCM 1083,201,THRESHOLD_DATA_DAYS,2
# Empty Carrier Run Away CM 0675,202,MODULE,CM
# Empty Carrier Run Away CM 0675,202,ERROR_CODE_VALUE,0675
# Empty Carrier Run Away CM 0675,202,IHN_LEVEL3_DESC,Empty Carrier Run Away CM 0675
# Empty Carrier Run Away CM 0675,202,ALGORITHM_TYPE,ERROR_COUNT
# Empty Carrier Run Away CM 0675,202,ERROR_COUNT,10
# Empty Carrier Run Away CM 0675,202,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Empty Carrier Run Away CM 0675,202,THRESHOLDS_DAYS,2
# Empty Carrier Run Away CM 0675,202,THRESHOLD_DATA_DAYS,2
# Axes X And Y Moving Fault Recovery has Failed CM 069F,203,MODULE,CM
# Axes X And Y Moving Fault Recovery has Failed CM 069F,203,ERROR_CODE_VALUE,069F
# Axes X And Y Moving Fault Recovery has Failed CM 069F,203,IHN_LEVEL3_DESC,Axes X And Y Moving Fault Recovery has Failed CM 069F
# Axes X And Y Moving Fault Recovery has Failed CM 069F,203,ALGORITHM_TYPE,ERROR_COUNT
# Axes X And Y Moving Fault Recovery has Failed CM 069F,203,ERROR_COUNT,1
# Axes X And Y Moving Fault Recovery has Failed CM 069F,203,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Axes X And Y Moving Fault Recovery has Failed CM 069F,203,THRESHOLDS_DAYS,2
# Axes X And Y Moving Fault Recovery has Failed CM 069F,203,THRESHOLD_DATA_DAYS,2
# Incorrect Head Rotation DCM 108D,204,MODULE,DCM
# Incorrect Head Rotation DCM 108D,204,ERROR_CODE_VALUE,108D
# Incorrect Head Rotation DCM 108D,204,IHN_LEVEL3_DESC,Incorrect Head Rotation DCM 108D
# Incorrect Head Rotation DCM 108D,204,ALGORITHM_TYPE,ERROR_COUNT
# Incorrect Head Rotation DCM 108D,204,ERROR_COUNT,1
# Incorrect Head Rotation DCM 108D,204,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Incorrect Head Rotation DCM 108D,204,THRESHOLDS_DAYS,2
# Incorrect Head Rotation DCM 108D,204,THRESHOLD_DATA_DAYS,2
# Robotic Arm Moving Fault AQM E0B5,205,MODULE,AQM
# Robotic Arm Moving Fault AQM E0B5,205,ERROR_CODE_VALUE,E0B5
# Robotic Arm Moving Fault AQM E0B5,205,IHN_LEVEL3_DESC,Robotic Arm Moving Fault AQM E0B5
# Robotic Arm Moving Fault AQM E0B5,205,ALGORITHM_TYPE,ERROR_COUNT
# Robotic Arm Moving Fault AQM E0B5,205,ERROR_COUNT,2
# Robotic Arm Moving Fault AQM E0B5,205,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Robotic Arm Moving Fault AQM E0B5,205,THRESHOLDS_DAYS,2
# Robotic Arm Moving Fault AQM E0B5,205,THRESHOLD_DATA_DAYS,2
# Sample Queue Error On Carrier Not In List At Stat Gate ISR 508B,206,MODULE,ISR
# Sample Queue Error On Carrier Not In List At Stat Gate ISR 508B,206,ERROR_CODE_VALUE,508B
# Sample Queue Error On Carrier Not In List At Stat Gate ISR 508B,206,IHN_LEVEL3_DESC,Sample Queue Error On Carrier Not In List At Stat Gate ISR 508B
# Sample Queue Error On Carrier Not In List At Stat Gate ISR 508B,206,ALGORITHM_TYPE,ERROR_COUNT
# Sample Queue Error On Carrier Not In List At Stat Gate ISR 508B,206,ERROR_COUNT,1
# Sample Queue Error On Carrier Not In List At Stat Gate ISR 508B,206,THRESHOLD_DESCRIPTION,1/day
# Sample Queue Error On Carrier Not In List At Stat Gate ISR 508B,206,THRESHOLDS_DAYS,1
# Sample Queue Error On Carrier Not In List At Stat Gate ISR 508B,206,THRESHOLD_DATA_DAYS,1
# Axes X And Y Moving Fault Recovery has Failed SRM 0E9F,207,MODULE,SRM
# Axes X And Y Moving Fault Recovery has Failed SRM 0E9F,207,ERROR_CODE_VALUE,0E9F
# Axes X And Y Moving Fault Recovery has Failed SRM 0E9F,207,IHN_LEVEL3_DESC,Axes X And Y Moving Fault Recovery has Failed SRM 0E9F
# Axes X And Y Moving Fault Recovery has Failed SRM 0E9F,207,ALGORITHM_TYPE,ERROR_COUNT
# Axes X And Y Moving Fault Recovery has Failed SRM 0E9F,207,ERROR_COUNT,1
# Axes X And Y Moving Fault Recovery has Failed SRM 0E9F,207,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Axes X And Y Moving Fault Recovery has Failed SRM 0E9F,207,THRESHOLDS_DAYS,2
# Axes X And Y Moving Fault Recovery has Failed SRM 0E9F,207,THRESHOLD_DATA_DAYS,2
# Empty Carrier Run Away CM 06D5,208,MODULE,CM
# Empty Carrier Run Away CM 06D5,208,ERROR_CODE_VALUE,06D5
# Empty Carrier Run Away CM 06D5,208,IHN_LEVEL3_DESC,Empty Carrier Run Away CM 06D5
# Empty Carrier Run Away CM 06D5,208,ALGORITHM_TYPE,ERROR_COUNT
# Empty Carrier Run Away CM 06D5,208,ERROR_COUNT,10
# Empty Carrier Run Away CM 06D5,208,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Empty Carrier Run Away CM 06D5,208,THRESHOLDS_DAYS,2
# Empty Carrier Run Away CM 06D5,208,THRESHOLD_DATA_DAYS,2
# Cap Drop Failure DCM 1087,209,MODULE,DCM
# Cap Drop Failure DCM 1087,209,ERROR_CODE_VALUE,1087
# Cap Drop Failure DCM 1087,209,IHN_LEVEL3_DESC,Cap Drop Failure DCM 1087
# Cap Drop Failure DCM 1087,209,ALGORITHM_TYPE,ERROR_COUNT
# Cap Drop Failure DCM 1087,209,ERROR_COUNT,3
# Cap Drop Failure DCM 1087,209,THRESHOLD_DESCRIPTION,3/day for 2 consecutive days
# Cap Drop Failure DCM 1087,209,THRESHOLDS_DAYS,2
# Cap Drop Failure DCM 1087,209,THRESHOLD_DATA_DAYS,2
# Automation Carrier with Routing Error at Priority Input Gate ISR 504F,210,MODULE,ISR
# Automation Carrier with Routing Error at Priority Input Gate ISR 504F,210,ERROR_CODE_VALUE,504F
# Automation Carrier with Routing Error at Priority Input Gate ISR 504F,210,IHN_LEVEL3_DESC,Automation Carrier with Routing Error at Priority Input Gate ISR 504F
# Automation Carrier with Routing Error at Priority Input Gate ISR 504F,210,ALGORITHM_TYPE,ERROR_COUNT
# Automation Carrier with Routing Error at Priority Input Gate ISR 504F,210,ERROR_COUNT,2
# Automation Carrier with Routing Error at Priority Input Gate ISR 504F,210,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Automation Carrier with Routing Error at Priority Input Gate ISR 504F,210,THRESHOLDS_DAYS,2
# Automation Carrier with Routing Error at Priority Input Gate ISR 504F,210,THRESHOLD_DATA_DAYS,2
# Gripper Open Failure AQM E0B4,211,MODULE,AQM
# Gripper Open Failure AQM E0B4,211,ERROR_CODE_VALUE,E0B4
# Gripper Open Failure AQM E0B4,211,IHN_LEVEL3_DESC,Gripper Open Failure AQM E0B4
# Gripper Open Failure AQM E0B4,211,ALGORITHM_TYPE,ERROR_COUNT
# Gripper Open Failure AQM E0B4,211,ERROR_COUNT,2
# Gripper Open Failure AQM E0B4,211,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Gripper Open Failure AQM E0B4,211,THRESHOLDS_DAYS,2
# Gripper Open Failure AQM E0B4,211,THRESHOLD_DATA_DAYS,2
# Axis Moving Fault Recovery Has Failed RIM 0B9C,212,MODULE,RIM
# Axis Moving Fault Recovery Has Failed RIM 0B9C,212,ERROR_CODE_VALUE,0B9C
# Axis Moving Fault Recovery Has Failed RIM 0B9C,212,IHN_LEVEL3_DESC,Axis Moving Fault Recovery Has Failed RIM 0B9C
# Axis Moving Fault Recovery Has Failed RIM 0B9C,212,ALGORITHM_TYPE,ERROR_COUNT
# Axis Moving Fault Recovery Has Failed RIM 0B9C,212,ERROR_COUNT,1
# Axis Moving Fault Recovery Has Failed RIM 0B9C,212,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Axis Moving Fault Recovery Has Failed RIM 0B9C,212,THRESHOLDS_DAYS,2
# Axis Moving Fault Recovery Has Failed RIM 0B9C,212,THRESHOLD_DATA_DAYS,2
# Waiting For Run Away Ack Notification - Barcode Reader Gate SRM 0E53,213,MODULE,SRM
# Waiting For Run Away Ack Notification - Barcode Reader Gate SRM 0E53,213,ERROR_CODE_VALUE,0E53
# Waiting For Run Away Ack Notification - Barcode Reader Gate SRM 0E53,213,IHN_LEVEL3_DESC,Waiting For Run Away Ack Notification - Barcode Reader Gate SRM 0E53
# Waiting For Run Away Ack Notification - Barcode Reader Gate SRM 0E53,213,ALGORITHM_TYPE,ERROR_COUNT
# Waiting For Run Away Ack Notification - Barcode Reader Gate SRM 0E53,213,ERROR_COUNT,10
# Waiting For Run Away Ack Notification - Barcode Reader Gate SRM 0E53,213,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Waiting For Run Away Ack Notification - Barcode Reader Gate SRM 0E53,213,THRESHOLDS_DAYS,2
# Waiting For Run Away Ack Notification - Barcode Reader Gate SRM 0E53,213,THRESHOLD_DATA_DAYS,2
# Cap Drop Sensor Error DCM 108B,214,MODULE,DCM
# Cap Drop Sensor Error DCM 108B,214,ERROR_CODE_VALUE,108B
# Cap Drop Sensor Error DCM 108B,214,IHN_LEVEL3_DESC,Cap Drop Sensor Error DCM 108B
# Cap Drop Sensor Error DCM 108B,214,ALGORITHM_TYPE,ERROR_COUNT
# Cap Drop Sensor Error DCM 108B,214,ERROR_COUNT,1
# Cap Drop Sensor Error DCM 108B,214,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Cap Drop Sensor Error DCM 108B,214,THRESHOLDS_DAYS,2
# Cap Drop Sensor Error DCM 108B,214,THRESHOLD_DATA_DAYS,2
# Automation Carrier with Routing Error at Return Gate ISR 504C,215,MODULE,ISR
# Automation Carrier with Routing Error at Return Gate ISR 504C,215,ERROR_CODE_VALUE,504C
# Automation Carrier with Routing Error at Return Gate ISR 504C,215,IHN_LEVEL3_DESC,Automation Carrier with Routing Error at Return Gate ISR 504C
# Automation Carrier with Routing Error at Return Gate ISR 504C,215,ALGORITHM_TYPE,ERROR_COUNT
# Automation Carrier with Routing Error at Return Gate ISR 504C,215,ERROR_COUNT,2
# Automation Carrier with Routing Error at Return Gate ISR 504C,215,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Automation Carrier with Routing Error at Return Gate ISR 504C,215,THRESHOLDS_DAYS,2
# Automation Carrier with Routing Error at Return Gate ISR 504C,215,THRESHOLD_DATA_DAYS,2
# Gripper Open Fault IOM 04C3,216,MODULE,IOM
# Gripper Open Fault IOM 04C3,216,ERROR_CODE_VALUE,04C3
# Gripper Open Fault IOM 04C3,216,IHN_LEVEL3_DESC,Gripper Open Fault IOM 04C3
# Gripper Open Fault IOM 04C3,216,ALGORITHM_TYPE,ERROR_COUNT
# Gripper Open Fault IOM 04C3,216,ERROR_COUNT,2
# Gripper Open Fault IOM 04C3,216,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Gripper Open Fault IOM 04C3,216,THRESHOLDS_DAYS,2
# Gripper Open Fault IOM 04C3,216,THRESHOLD_DATA_DAYS,2
# Axis Moving Fault Recovery Has Failed ROM 0D98,217,MODULE,ROM
# Axis Moving Fault Recovery Has Failed ROM 0D98,217,ERROR_CODE_VALUE,0D98
# Axis Moving Fault Recovery Has Failed ROM 0D98,217,IHN_LEVEL3_DESC,Axis Moving Fault Recovery Has Failed ROM 0D98
# Axis Moving Fault Recovery Has Failed ROM 0D98,217,ALGORITHM_TYPE,ERROR_COUNT
# Axis Moving Fault Recovery Has Failed ROM 0D98,217,ERROR_COUNT,1
# Axis Moving Fault Recovery Has Failed ROM 0D98,217,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Axis Moving Fault Recovery Has Failed ROM 0D98,217,THRESHOLDS_DAYS,2
# Axis Moving Fault Recovery Has Failed ROM 0D98,217,THRESHOLD_DATA_DAYS,2
# Automation Carrier with Routing Error at Routine Input Gate ISR 504E,218,MODULE,ISR
# Automation Carrier with Routing Error at Routine Input Gate ISR 504E,218,ERROR_CODE_VALUE,504E
# Automation Carrier with Routing Error at Routine Input Gate ISR 504E,218,IHN_LEVEL3_DESC,Automation Carrier with Routing Error at Routine Input Gate ISR 504E
# Automation Carrier with Routing Error at Routine Input Gate ISR 504E,218,ALGORITHM_TYPE,ERROR_COUNT
# Automation Carrier with Routing Error at Routine Input Gate ISR 504E,218,ERROR_COUNT,2
# Automation Carrier with Routing Error at Routine Input Gate ISR 504E,218,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Automation Carrier with Routing Error at Routine Input Gate ISR 504E,218,THRESHOLDS_DAYS,2
# Automation Carrier with Routing Error at Routine Input Gate ISR 504E,218,THRESHOLD_DATA_DAYS,2
# Gripper Open Fault RIM 0B8E,219,MODULE,RIM
# Gripper Open Fault RIM 0B8E,219,ERROR_CODE_VALUE,0B8E
# Gripper Open Fault RIM 0B8E,219,IHN_LEVEL3_DESC,Gripper Open Fault RIM 0B8E
# Gripper Open Fault RIM 0B8E,219,ALGORITHM_TYPE,ERROR_COUNT
# Gripper Open Fault RIM 0B8E,219,ERROR_COUNT,2
# Gripper Open Fault RIM 0B8E,219,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Gripper Open Fault RIM 0B8E,219,THRESHOLDS_DAYS,2
# Gripper Open Fault RIM 0B8E,219,THRESHOLD_DATA_DAYS,2
# Axis X Moving Fault Recovery has Failed IOM 049E,220,MODULE,IOM
# Axis X Moving Fault Recovery has Failed IOM 049E,220,ERROR_CODE_VALUE,049E
# Axis X Moving Fault Recovery has Failed IOM 049E,220,IHN_LEVEL3_DESC,Axis X Moving Fault Recovery has Failed IOM 049E
# Axis X Moving Fault Recovery has Failed IOM 049E,220,ALGORITHM_TYPE,ERROR_COUNT
# Axis X Moving Fault Recovery has Failed IOM 049E,220,ERROR_COUNT,1
# Axis X Moving Fault Recovery has Failed IOM 049E,220,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Axis X Moving Fault Recovery has Failed IOM 049E,220,THRESHOLDS_DAYS,2
# Axis X Moving Fault Recovery has Failed IOM 049E,220,THRESHOLD_DATA_DAYS,2
# Cap Waste Sensor Error DCM 1091,221,MODULE,DCM
# Cap Waste Sensor Error DCM 1091,221,ERROR_CODE_VALUE,1091
# Cap Waste Sensor Error DCM 1091,221,IHN_LEVEL3_DESC,Cap Waste Sensor Error DCM 1091
# Cap Waste Sensor Error DCM 1091,221,ALGORITHM_TYPE,ERROR_COUNT
# Cap Waste Sensor Error DCM 1091,221,ERROR_COUNT,1
# Cap Waste Sensor Error DCM 1091,221,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Cap Waste Sensor Error DCM 1091,221,THRESHOLDS_DAYS,2
# Cap Waste Sensor Error DCM 1091,221,THRESHOLD_DATA_DAYS,2
# Empty Carrier Run Away SRM 0ED5,222,MODULE,SRM
# Empty Carrier Run Away SRM 0ED5,222,ERROR_CODE_VALUE,0ED5
# Empty Carrier Run Away SRM 0ED5,222,IHN_LEVEL3_DESC,Empty Carrier Run Away SRM 0ED5
# Empty Carrier Run Away SRM 0ED5,222,ALGORITHM_TYPE,ERROR_COUNT
# Empty Carrier Run Away SRM 0ED5,222,ERROR_COUNT,10
# Empty Carrier Run Away SRM 0ED5,222,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Empty Carrier Run Away SRM 0ED5,222,THRESHOLDS_DAYS,2
# Empty Carrier Run Away SRM 0ED5,222,THRESHOLD_DATA_DAYS,2
# Carrier At Barcode Reader Gate in Incorrect Status ISR 500C,223,MODULE,ISR
# Carrier At Barcode Reader Gate in Incorrect Status ISR 500C,223,ERROR_CODE_VALUE,500C
# Carrier At Barcode Reader Gate in Incorrect Status ISR 500C,223,IHN_LEVEL3_DESC,Carrier At Barcode Reader Gate in Incorrect Status ISR 500C
# Carrier At Barcode Reader Gate in Incorrect Status ISR 500C,223,ALGORITHM_TYPE,ERROR_COUNT
# Carrier At Barcode Reader Gate in Incorrect Status ISR 500C,223,ERROR_COUNT,2
# Carrier At Barcode Reader Gate in Incorrect Status ISR 500C,223,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Carrier At Barcode Reader Gate in Incorrect Status ISR 500C,223,THRESHOLDS_DAYS,2
# Carrier At Barcode Reader Gate in Incorrect Status ISR 500C,223,THRESHOLD_DATA_DAYS,2
# Gripper Open Fault ROM 0D8B,224,MODULE,ROM
# Gripper Open Fault ROM 0D8B,224,ERROR_CODE_VALUE,0D8B
# Gripper Open Fault ROM 0D8B,224,IHN_LEVEL3_DESC,Gripper Open Fault ROM 0D8B
# Gripper Open Fault ROM 0D8B,224,ALGORITHM_TYPE,ERROR_COUNT
# Gripper Open Fault ROM 0D8B,224,ERROR_COUNT,2
# Gripper Open Fault ROM 0D8B,224,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Gripper Open Fault ROM 0D8B,224,THRESHOLDS_DAYS,2
# Gripper Open Fault ROM 0D8B,224,THRESHOLD_DATA_DAYS,2
# Pass Error - Divert Gate C16 7020,225,MODULE,C16
# Pass Error - Divert Gate C16 7020,225,ERROR_CODE_VALUE,7020
# Pass Error - Divert Gate C16 7020,225,IHN_LEVEL3_DESC,Pass Error - Divert Gate C16 7020
# Pass Error - Divert Gate C16 7020,225,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Divert Gate C16 7020,225,ERROR_COUNT,5
# Pass Error - Divert Gate C16 7020,225,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Divert Gate C16 7020,225,THRESHOLDS_DAYS,2
# Pass Error - Divert Gate C16 7020,225,THRESHOLD_DATA_DAYS,2
# Axis X Moving Fault Recovery has Failed CM 069E,226,MODULE,CM
# Axis X Moving Fault Recovery has Failed CM 069E,226,ERROR_CODE_VALUE,069E
# Axis X Moving Fault Recovery has Failed CM 069E,226,IHN_LEVEL3_DESC,Axis X Moving Fault Recovery has Failed CM 069E
# Axis X Moving Fault Recovery has Failed CM 069E,226,ALGORITHM_TYPE,ERROR_COUNT
# Axis X Moving Fault Recovery has Failed CM 069E,226,ERROR_COUNT,1
# Axis X Moving Fault Recovery has Failed CM 069E,226,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Axis X Moving Fault Recovery has Failed CM 069E,226,THRESHOLDS_DAYS,2
# Axis X Moving Fault Recovery has Failed CM 069E,226,THRESHOLD_DATA_DAYS,2
# Carrier At Divert Gate in Incorrect Status ISR 500A,227,MODULE,ISR
# Carrier At Divert Gate in Incorrect Status ISR 500A,227,ERROR_CODE_VALUE,500A
# Carrier At Divert Gate in Incorrect Status ISR 500A,227,IHN_LEVEL3_DESC,Carrier At Divert Gate in Incorrect Status ISR 500A
# Carrier At Divert Gate in Incorrect Status ISR 500A,227,ALGORITHM_TYPE,ERROR_COUNT
# Carrier At Divert Gate in Incorrect Status ISR 500A,227,ERROR_COUNT,2
# Carrier At Divert Gate in Incorrect Status ISR 500A,227,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Carrier At Divert Gate in Incorrect Status ISR 500A,227,THRESHOLDS_DAYS,2
# Carrier At Divert Gate in Incorrect Status ISR 500A,227,THRESHOLD_DATA_DAYS,2
# Carrier Run Away IOM 8018,228,MODULE,IOM
# Carrier Run Away IOM 8018,228,ERROR_CODE_VALUE,8018
# Carrier Run Away IOM 8018,228,IHN_LEVEL3_DESC,Carrier Run Away IOM 8018
# Carrier Run Away IOM 8018,228,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Run Away IOM 8018,228,ERROR_COUNT,10
# Carrier Run Away IOM 8018,228,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Carrier Run Away IOM 8018,228,THRESHOLDS_DAYS,2
# Carrier Run Away IOM 8018,228,THRESHOLD_DATA_DAYS,2
# Gripper Open Fault SRM 0EC3,229,MODULE,SRM
# Gripper Open Fault SRM 0EC3,229,ERROR_CODE_VALUE,0EC3
# Gripper Open Fault SRM 0EC3,229,IHN_LEVEL3_DESC,Gripper Open Fault SRM 0EC3
# Gripper Open Fault SRM 0EC3,229,ALGORITHM_TYPE,ERROR_COUNT
# Gripper Open Fault SRM 0EC3,229,ERROR_COUNT,2
# Gripper Open Fault SRM 0EC3,229,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Gripper Open Fault SRM 0EC3,229,THRESHOLDS_DAYS,2
# Gripper Open Fault SRM 0EC3,229,THRESHOLD_DATA_DAYS,2
# Pass Error - Sampling Gate C16 7021,230,MODULE,C16
# Pass Error - Sampling Gate C16 7021,230,ERROR_CODE_VALUE,7021
# Pass Error - Sampling Gate C16 7021,230,IHN_LEVEL3_DESC,Pass Error - Sampling Gate C16 7021
# Pass Error - Sampling Gate C16 7021,230,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Sampling Gate C16 7021,230,ERROR_COUNT,1
# Pass Error - Sampling Gate C16 7021,230,THRESHOLD_DESCRIPTION,1/day
# Pass Error - Sampling Gate C16 7021,230,THRESHOLDS_DAYS,1
# Pass Error - Sampling Gate C16 7021,230,THRESHOLD_DATA_DAYS,1
# Tube Gripper Open Fault CM 06C3,231,MODULE,CM
# Tube Gripper Open Fault CM 06C3,231,ERROR_CODE_VALUE,06C3
# Tube Gripper Open Fault CM 06C3,231,IHN_LEVEL3_DESC,Tube Gripper Open Fault CM 06C3
# Tube Gripper Open Fault CM 06C3,231,ALGORITHM_TYPE,ERROR_COUNT
# Tube Gripper Open Fault CM 06C3,231,ERROR_COUNT,2
# Tube Gripper Open Fault CM 06C3,231,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Tube Gripper Open Fault CM 06C3,231,THRESHOLDS_DAYS,2
# Tube Gripper Open Fault CM 06C3,231,THRESHOLD_DATA_DAYS,2
# Conveyor Move Error SRM 1E8B,232,MODULE,SRM
# Conveyor Move Error SRM 1E8B,232,ERROR_CODE_VALUE,1E8B
# Conveyor Move Error SRM 1E8B,232,IHN_LEVEL3_DESC,Conveyor Move Error SRM 1E8B
# Conveyor Move Error SRM 1E8B,232,ALGORITHM_TYPE,ERROR_COUNT
# Conveyor Move Error SRM 1E8B,232,ERROR_COUNT,1
# Conveyor Move Error SRM 1E8B,232,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Conveyor Move Error SRM 1E8B,232,THRESHOLDS_DAYS,2
# Conveyor Move Error SRM 1E8B,232,THRESHOLD_DATA_DAYS,2
# Axis X Moving Fault Recovery has Failed SRM 0E9E,233,MODULE,SRM
# Axis X Moving Fault Recovery has Failed SRM 0E9E,233,ERROR_CODE_VALUE,0E9E
# Axis X Moving Fault Recovery has Failed SRM 0E9E,233,IHN_LEVEL3_DESC,Axis X Moving Fault Recovery has Failed SRM 0E9E
# Axis X Moving Fault Recovery has Failed SRM 0E9E,233,ALGORITHM_TYPE,ERROR_COUNT
# Axis X Moving Fault Recovery has Failed SRM 0E9E,233,ERROR_COUNT,1
# Axis X Moving Fault Recovery has Failed SRM 0E9E,233,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Axis X Moving Fault Recovery has Failed SRM 0E9E,233,THRESHOLDS_DAYS,2
# Axis X Moving Fault Recovery has Failed SRM 0E9E,233,THRESHOLD_DATA_DAYS,2
