SQL Statement which produced this data:
  -- select * from SVC_PHM_OWNER.PHM_ALGORITHM_DEFINITIONS where algorithm_name like '%3600%'
  -- 
  -- A3600 algorithms have vn_ALG_NUM = 1040
  --
  -- CURSOR ALL_THRESHOLDS (vn_ALG_NUM    NUMBER)
  -- IS
  
  --     select 
  --         phm_patterns_sk phm_thresholds_sk,
  --         case when threshold_number is null 
  --              then 
  --                  9999
  --              else 
  --                  to_number (threshold_number)
  --              end threshold_number,
  --         case when threshold_number_unit is null 
  --              then 
  --                  9999
  --              else 
  --                  to_number (threshold_number_unit)
  --              end threshold_number_unit,
  --         threshold_number_desc,
  --         phm_patterns_sk phm_patterns_sk,
  --         phm_thresholds_sk as thresholds_sk_val,
  --         pattern_description,
  --         threshold_alert,
  --         algorithm_type as algorithm_type,
  --         case when threshold_data_days is null 
  --         then 
  --             9999
  --         else 
  --             to_number (threshold_data_days)
  --         end threshold_data_days,
  --         case when module_type = 'ALL' 
  --              then 
  --                  '%' 
  --              else 
  --                  module_type 
  --              end module_type
  --     from (
          select 
              tp.phm_patterns_sk,
              p.pattern_name as pattern_name,
              thr.phm_thresholds_sk,
              ihn.issue_description,
              tp.parameter_name,
              tp.parameter_values
          from 
              phm_threshold_parameter tp,
              phm_patterns p,
              (
                  select 
                      phm_patterns_sk, 
                      issue_description
                  from 
                      phm_algorithm_ihns pai
                  where 
                      pai.phm_algorithm_definitions_sk = 1040 -- vn_alg_num
              ) ihn,
              (
                  select 
                      phm_patterns_sk, 
                      phm_thresholds_sk
                  from 
                      phm_thresholds pt
                  where 
                      pt.phm_algorithm_definitions_sk = 1040 -- vn_alg_num
              ) thr
          where     
              tp.phm_patterns_sk = p.phm_patterns_sk
          and 
              nvl (tp.delete_flag, 'N') <> 'Y'
          and 
              tp.phm_d_algorithm_definitions_sk = 1040 -- vn_alg_num
          and 
              p.phm_patterns_sk = ihn.phm_patterns_sk
          and 
              p.phm_patterns_sk = thr.phm_patterns_sk
  --     ) pivot ( 
  --         max ( parameter_values )
  --         for 
  --             parameter_name
  --         in (
  --             'ALGORITHM_TYPE' as algorithm_type,
  --             'ERROR_CODE_VALUE' as pattern_description,
  --             'ERROR_COUNT' as threshold_number,
  --             'IHN_LEVEL3_DESC' as threshold_alert,
  --             'THRESHOLD_DATA_DAYS' as threshold_data_days,
  --             'THRESHOLDS_DAYS' as threshold_number_unit,
  --             'THRESHOLD_DESCRIPTION' as threshold_number_desc,
  --             'MODULE' as module_type
  --         )
  --     )
  --     order by 
  --         algorithm_type, 
  --         pattern_name;

PHM_PATTERNS_SK,PATTERN_NAME,PHM_THRESHOLDS_SK,ISSUE_DESCRIPTION,PARAMETER_NAME,PARAMETER_VALUES
146,"Pass Error - Barcode Reader Gate RIM 0B12",261,,"MODULE","RIM"
146,"Pass Error - Barcode Reader Gate RIM 0B12",261,,"ERROR_COUNT","5"
146,"Pass Error - Barcode Reader Gate RIM 0B12",261,,"THRESHOLD_DATA_DAYS","2"
146,"Pass Error - Barcode Reader Gate RIM 0B12",261,,"THRESHOLDS_DAYS","2"
146,"Pass Error - Barcode Reader Gate RIM 0B12",261,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
146,"Pass Error - Barcode Reader Gate RIM 0B12",261,,"ALGORITHM_TYPE","ERROR_COUNT"
146,"Pass Error - Barcode Reader Gate RIM 0B12",261,,"IHN_LEVEL3_DESC","Pass Error - Barcode Reader Gate RIM 0B12"
177,"Pass Error - Barcode Reader Gate SRM 0E23",245,,"ERROR_CODE_VALUE","0E23"
177,"Pass Error - Barcode Reader Gate SRM 0E23",245,,"MODULE","SRM"
177,"Pass Error - Barcode Reader Gate SRM 0E23",245,,"ERROR_COUNT","5"
177,"Pass Error - Barcode Reader Gate SRM 0E23",245,,"THRESHOLD_DATA_DAYS","2"
177,"Pass Error - Barcode Reader Gate SRM 0E23",245,,"THRESHOLDS_DAYS","2"
177,"Pass Error - Barcode Reader Gate SRM 0E23",245,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
177,"Pass Error - Barcode Reader Gate SRM 0E23",245,,"ALGORITHM_TYPE","ERROR_COUNT"
177,"Pass Error - Barcode Reader Gate SRM 0E23",245,,"IHN_LEVEL3_DESC","Pass Error - Barcode Reader Gate SRM 0E23"
225,"Pass Error - Divert Gate C16 7020",180,,"ERROR_CODE_VALUE","7020"
225,"Pass Error - Divert Gate C16 7020",180,,"MODULE","C16"
225,"Pass Error - Divert Gate C16 7020",180,,"ERROR_COUNT","5"
225,"Pass Error - Divert Gate C16 7020",180,,"THRESHOLD_DATA_DAYS","2"
225,"Pass Error - Divert Gate C16 7020",180,,"THRESHOLDS_DAYS","2"
225,"Pass Error - Divert Gate C16 7020",180,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
225,"Pass Error - Divert Gate C16 7020",180,,"ALGORITHM_TYPE","ERROR_COUNT"
225,"Pass Error - Divert Gate C16 7020",180,,"IHN_LEVEL3_DESC","Pass Error - Divert Gate C16 7020"
93,"Pass Error - Divert Gate CM 0620",262,,"ERROR_CODE_VALUE","0620"
93,"Pass Error - Divert Gate CM 0620",262,,"MODULE","CM"
93,"Pass Error - Divert Gate CM 0620",262,,"ERROR_COUNT","5"
93,"Pass Error - Divert Gate CM 0620",262,,"THRESHOLD_DATA_DAYS","2"
93,"Pass Error - Divert Gate CM 0620",262,,"THRESHOLDS_DAYS","2"
93,"Pass Error - Divert Gate CM 0620",262,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
93,"Pass Error - Divert Gate CM 0620",262,,"ALGORITHM_TYPE","ERROR_COUNT"
93,"Pass Error - Divert Gate CM 0620",262,,"IHN_LEVEL3_DESC","Pass Error - Divert Gate CM 0620"
135,"Pass Error - Divert Gate RIM 0B10",257,,"ERROR_CODE_VALUE","0B10"
135,"Pass Error - Divert Gate RIM 0B10",257,,"MODULE","RIM"
135,"Pass Error - Divert Gate RIM 0B10",257,,"ERROR_COUNT","5"
135,"Pass Error - Divert Gate RIM 0B10",257,,"THRESHOLD_DATA_DAYS","2"
135,"Pass Error - Divert Gate RIM 0B10",257,,"THRESHOLDS_DAYS","2"
135,"Pass Error - Divert Gate RIM 0B10",257,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
135,"Pass Error - Divert Gate RIM 0B10",257,,"ALGORITHM_TYPE","ERROR_COUNT"
135,"Pass Error - Divert Gate RIM 0B10",257,,"IHN_LEVEL3_DESC","Pass Error - Divert Gate RIM 0B10"
150,"Pass Error - Divert Gate ROM 0D16",260,,"ERROR_CODE_VALUE","0D16"
150,"Pass Error - Divert Gate ROM 0D16",260,,"MODULE","ROM"
150,"Pass Error - Divert Gate ROM 0D16",260,,"ERROR_COUNT","5"
150,"Pass Error - Divert Gate ROM 0D16",260,,"THRESHOLD_DATA_DAYS","2"
150,"Pass Error - Divert Gate ROM 0D16",260,,"THRESHOLDS_DAYS","2"
150,"Pass Error - Divert Gate ROM 0D16",260,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
150,"Pass Error - Divert Gate ROM 0D16",260,,"ALGORITHM_TYPE","ERROR_COUNT"
150,"Pass Error - Divert Gate ROM 0D16",260,,"IHN_LEVEL3_DESC","Pass Error - Divert Gate ROM 0D16"
165,"Pass Error - Divert Gate SRM 0E20",254,,"ERROR_CODE_VALUE","0E20"
165,"Pass Error - Divert Gate SRM 0E20",254,,"MODULE","ISR"
165,"Pass Error - Divert Gate SRM 0E20",254,,"ERROR_COUNT","5"
165,"Pass Error - Divert Gate SRM 0E20",254,,"THRESHOLD_DATA_DAYS","2"
165,"Pass Error - Divert Gate SRM 0E20",254,,"THRESHOLDS_DAYS","2"
165,"Pass Error - Divert Gate SRM 0E20",254,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
165,"Pass Error - Divert Gate SRM 0E20",254,,"ALGORITHM_TYPE","ERROR_COUNT"
165,"Pass Error - Divert Gate SRM 0E20",254,,"IHN_LEVEL3_DESC","Pass Error - Divert Gate SRM 0E20"
127,"Pass Error - Empty Carrier Buffer Gate IOM 0425",252,,"ERROR_CODE_VALUE","0425"
127,"Pass Error - Empty Carrier Buffer Gate IOM 0425",252,,"MODULE","IOM"
127,"Pass Error - Empty Carrier Buffer Gate IOM 0425",252,,"ERROR_COUNT","5"
127,"Pass Error - Empty Carrier Buffer Gate IOM 0425",252,,"THRESHOLD_DATA_DAYS","2"
127,"Pass Error - Empty Carrier Buffer Gate IOM 0425",252,,"THRESHOLDS_DAYS","2"
127,"Pass Error - Empty Carrier Buffer Gate IOM 0425",252,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
127,"Pass Error - Empty Carrier Buffer Gate IOM 0425",252,,"ALGORITHM_TYPE","ERROR_COUNT"
127,"Pass Error - Empty Carrier Buffer Gate IOM 0425",252,,"IHN_LEVEL3_DESC","Pass Error - Empty Carrier Buffer Gate IOM 0425"
123,"Pass Error - Empty Carrier Divert Gate IOM 0424",250,,"ERROR_CODE_VALUE","0424"
123,"Pass Error - Empty Carrier Divert Gate IOM 0424",250,,"MODULE","IOM"
123,"Pass Error - Empty Carrier Divert Gate IOM 0424",250,,"ERROR_COUNT","5"
123,"Pass Error - Empty Carrier Divert Gate IOM 0424",250,,"THRESHOLD_DATA_DAYS","2"
123,"Pass Error - Empty Carrier Divert Gate IOM 0424",250,,"THRESHOLDS_DAYS","2"
123,"Pass Error - Empty Carrier Divert Gate IOM 0424",250,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
123,"Pass Error - Empty Carrier Divert Gate IOM 0424",250,,"ALGORITHM_TYPE","ERROR_COUNT"
123,"Pass Error - Empty Carrier Divert Gate IOM 0424",250,,"IHN_LEVEL3_DESC","Pass Error - Empty Carrier Divert Gate IOM 0424"
106,"Pass Error - Full Carrier Diver Gate IOM 0420",244,,"ERROR_CODE_VALUE","0420"
106,"Pass Error - Full Carrier Diver Gate IOM 0420",244,,"MODULE","IOM"
106,"Pass Error - Full Carrier Diver Gate IOM 0420",244,,"ERROR_COUNT","5"
106,"Pass Error - Full Carrier Diver Gate IOM 0420",244,,"THRESHOLD_DATA_DAYS","2"
106,"Pass Error - Full Carrier Diver Gate IOM 0420",244,,"THRESHOLDS_DAYS","2"
106,"Pass Error - Full Carrier Diver Gate IOM 0420",244,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
106,"Pass Error - Full Carrier Diver Gate IOM 0420",244,,"ALGORITHM_TYPE","ERROR_COUNT"
106,"Pass Error - Full Carrier Diver Gate IOM 0420",244,,"IHN_LEVEL3_DESC","Pass Error - Full Carrier Diver Gate IOM 0420"
101,"Pass Error - Load Gate CM 0622",243,,"ERROR_CODE_VALUE","0622"
101,"Pass Error - Load Gate CM 0622",243,,"MODULE","CM"
101,"Pass Error - Load Gate CM 0622",243,,"ERROR_COUNT","5"
101,"Pass Error - Load Gate CM 0622",243,,"THRESHOLD_DATA_DAYS","2"
101,"Pass Error - Load Gate CM 0622",243,,"THRESHOLDS_DAYS","2"
101,"Pass Error - Load Gate CM 0622",243,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
101,"Pass Error - Load Gate CM 0622",243,,"ALGORITHM_TYPE","ERROR_COUNT"
101,"Pass Error - Load Gate CM 0622",243,,"IHN_LEVEL3_DESC","Pass Error - Load Gate CM 0622"
115,"Pass Error - Load Gate IOM 0422",247,,"ERROR_CODE_VALUE","0422"
115,"Pass Error - Load Gate IOM 0422",247,,"MODULE","IOM"
115,"Pass Error - Load Gate IOM 0422",247,,"ERROR_COUNT","5"
115,"Pass Error - Load Gate IOM 0422",247,,"THRESHOLD_DATA_DAYS","2"
115,"Pass Error - Load Gate IOM 0422",247,,"THRESHOLDS_DAYS","2"
115,"Pass Error - Load Gate IOM 0422",247,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
115,"Pass Error - Load Gate IOM 0422",247,,"ALGORITHM_TYPE","ERROR_COUNT"
115,"Pass Error - Load Gate IOM 0422",247,,"IHN_LEVEL3_DESC","Pass Error - Load Gate IOM 0422"
141,"Pass Error - Load Gate RIM 0B11",259,,"ERROR_CODE_VALUE","0B11"
141,"Pass Error - Load Gate RIM 0B11",259,,"MODULE","RIM"
141,"Pass Error - Load Gate RIM 0B11",259,,"ERROR_COUNT","5"
141,"Pass Error - Load Gate RIM 0B11",259,,"THRESHOLD_DATA_DAYS","2"
141,"Pass Error - Load Gate RIM 0B11",259,,"THRESHOLDS_DAYS","2"
141,"Pass Error - Load Gate RIM 0B11",259,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
141,"Pass Error - Load Gate RIM 0B11",259,,"ALGORITHM_TYPE","ERROR_COUNT"
141,"Pass Error - Load Gate RIM 0B11",259,,"IHN_LEVEL3_DESC","Pass Error - Load Gate RIM 0B11"
154,"Pass Error - Load Gate ROM 0D17",256,,"ERROR_CODE_VALUE","0D17"
154,"Pass Error - Load Gate ROM 0D17",256,,"MODULE","ROM"
154,"Pass Error - Load Gate ROM 0D17",256,,"ERROR_COUNT","5"
154,"Pass Error - Load Gate ROM 0D17",256,,"THRESHOLD_DATA_DAYS","2"
154,"Pass Error - Load Gate ROM 0D17",256,,"THRESHOLDS_DAYS","2"
154,"Pass Error - Load Gate ROM 0D17",256,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
154,"Pass Error - Load Gate ROM 0D17",256,,"ALGORITHM_TYPE","ERROR_COUNT"
154,"Pass Error - Load Gate ROM 0D17",256,,"IHN_LEVEL3_DESC","Pass Error - Load Gate ROM 0D17"
173,"Pass Error - Load Gate SRM 0E22",249,,"ERROR_CODE_VALUE","0E22"
173,"Pass Error - Load Gate SRM 0E22",249,,"MODULE","SRM"
173,"Pass Error - Load Gate SRM 0E22",249,,"ERROR_COUNT","5"
173,"Pass Error - Load Gate SRM 0E22",249,,"THRESHOLD_DATA_DAYS","2"
173,"Pass Error - Load Gate SRM 0E22",249,,"THRESHOLDS_DAYS","2"
173,"Pass Error - Load Gate SRM 0E22",249,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
173,"Pass Error - Load Gate SRM 0E22",249,,"ALGORITHM_TYPE","ERROR_COUNT"
173,"Pass Error - Load Gate SRM 0E22",249,,"IHN_LEVEL3_DESC","Pass Error - Load Gate SRM 0E22"
230,"Pass Error - Sampling Gate C16 7021",182,,"ERROR_CODE_VALUE","7021"
230,"Pass Error - Sampling Gate C16 7021",182,,"MODULE","C16"
230,"Pass Error - Sampling Gate C16 7021",182,,"ERROR_COUNT","1"
230,"Pass Error - Sampling Gate C16 7021",182,,"THRESHOLD_DATA_DAYS","1"
230,"Pass Error - Sampling Gate C16 7021",182,,"THRESHOLDS_DAYS","1"
230,"Pass Error - Sampling Gate C16 7021",182,,"THRESHOLD_DESCRIPTION","1/day"
230,"Pass Error - Sampling Gate C16 7021",182,,"ALGORITHM_TYPE","ERROR_COUNT"
230,"Pass Error - Sampling Gate C16 7021",182,,"IHN_LEVEL3_DESC","Pass Error - Sampling Gate C16 7021"
96,"Pass Error - Unload Gate CM 0621",241,,"ERROR_CODE_VALUE","0621"
96,"Pass Error - Unload Gate CM 0621",241,,"MODULE","CM"
96,"Pass Error - Unload Gate CM 0621",241,,"ERROR_COUNT","5"
96,"Pass Error - Unload Gate CM 0621",241,,"THRESHOLD_DATA_DAYS","2"
96,"Pass Error - Unload Gate CM 0621",241,,"THRESHOLDS_DAYS","2"
96,"Pass Error - Unload Gate CM 0621",241,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
96,"Pass Error - Unload Gate CM 0621",241,,"ALGORITHM_TYPE","ERROR_COUNT"
96,"Pass Error - Unload Gate CM 0621",241,,"IHN_LEVEL3_DESC","Pass Error - Unload Gate CM 0621"
111,"Pass Error - Unload Gate IOM 0421",246,,"ERROR_CODE_VALUE","0421"
111,"Pass Error - Unload Gate IOM 0421",246,,"MODULE","IOM"
111,"Pass Error - Unload Gate IOM 0421",246,,"ERROR_COUNT","5"
111,"Pass Error - Unload Gate IOM 0421",246,,"THRESHOLD_DATA_DAYS","2"
111,"Pass Error - Unload Gate IOM 0421",246,,"THRESHOLDS_DAYS","2"
111,"Pass Error - Unload Gate IOM 0421",246,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
111,"Pass Error - Unload Gate IOM 0421",246,,"ALGORITHM_TYPE","ERROR_COUNT"
111,"Pass Error - Unload Gate IOM 0421",246,,"IHN_LEVEL3_DESC","Pass Error - Unload Gate IOM 0421"
170,"Pass Error - Unload Gate SRM 0E21",253,,"ERROR_CODE_VALUE","0E21"
170,"Pass Error - Unload Gate SRM 0E21",253,,"MODULE","SRM"
170,"Pass Error - Unload Gate SRM 0E21",253,,"ERROR_COUNT","10"
170,"Pass Error - Unload Gate SRM 0E21",253,,"THRESHOLD_DATA_DAYS","2"
170,"Pass Error - Unload Gate SRM 0E21",253,,"THRESHOLDS_DAYS","2"
170,"Pass Error - Unload Gate SRM 0E21",253,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
170,"Pass Error - Unload Gate SRM 0E21",253,,"ALGORITHM_TYPE","ERROR_COUNT"
170,"Pass Error - Unload Gate SRM 0E21",253,,"IHN_LEVEL3_DESC","Pass Error - Unload Gate SRM 0E21"
200,"Pipettor Moving Fault Error AQM E0EF",200,,"ERROR_CODE_VALUE","E0EF"
200,"Pipettor Moving Fault Error AQM E0EF",200,,"MODULE","AQM"
200,"Pipettor Moving Fault Error AQM E0EF",200,,"ERROR_COUNT","2"
200,"Pipettor Moving Fault Error AQM E0EF",200,,"THRESHOLD_DATA_DAYS","2"
200,"Pipettor Moving Fault Error AQM E0EF",200,,"THRESHOLDS_DAYS","2"
200,"Pipettor Moving Fault Error AQM E0EF",200,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
200,"Pipettor Moving Fault Error AQM E0EF",200,,"ALGORITHM_TYPE","ERROR_COUNT"
200,"Pipettor Moving Fault Error AQM E0EF",200,,"IHN_LEVEL3_DESC","Pipettor Moving Fault Error AQM E0EF"
145,"Rack In Failure SRM 0F82",143,,"ERROR_CODE_VALUE","0F82"
145,"Rack In Failure SRM 0F82",143,,"MODULE","SRM"
145,"Rack In Failure SRM 0F82",143,,"ERROR_COUNT","1"
145,"Rack In Failure SRM 0F82",143,,"THRESHOLD_DATA_DAYS","2"
145,"Rack In Failure SRM 0F82",143,,"THRESHOLDS_DAYS","2"
145,"Rack In Failure SRM 0F82",143,,"THRESHOLD_DESCRIPTION","1/day for 2 consecutive days"
145,"Rack In Failure SRM 0F82",143,,"ALGORITHM_TYPE","ERROR_COUNT"
145,"Rack In Failure SRM 0F82",143,,"IHN_LEVEL3_DESC","Rack In Failure SRM 0F82"
151,"Rack Out Failure SRM 0F83",148,,"ERROR_CODE_VALUE","0F83"
151,"Rack Out Failure SRM 0F83",148,,"MODULE","SRM"
151,"Rack Out Failure SRM 0F83",148,,"ERROR_COUNT","1"
151,"Rack Out Failure SRM 0F83",148,,"THRESHOLD_DATA_DAYS","2"
151,"Rack Out Failure SRM 0F83",148,,"THRESHOLDS_DAYS","2"
151,"Rack Out Failure SRM 0F83",148,,"THRESHOLD_DESCRIPTION","1/day for 2 consecutive days"
151,"Rack Out Failure SRM 0F83",148,,"ALGORITHM_TYPE","ERROR_COUNT"
151,"Rack Out Failure SRM 0F83",148,,"IHN_LEVEL3_DESC","Rack Out Failure SRM 0F83"
205,"Robotic Arm Moving Fault AQM E0B5",195,,"ERROR_CODE_VALUE","E0B5"
205,"Robotic Arm Moving Fault AQM E0B5",195,,"MODULE","AQM"
205,"Robotic Arm Moving Fault AQM E0B5",195,,"ERROR_COUNT","2"
205,"Robotic Arm Moving Fault AQM E0B5",195,,"THRESHOLD_DATA_DAYS","2"
205,"Robotic Arm Moving Fault AQM E0B5",195,,"THRESHOLDS_DAYS","2"
205,"Robotic Arm Moving Fault AQM E0B5",195,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
205,"Robotic Arm Moving Fault AQM E0B5",195,,"ALGORITHM_TYPE","ERROR_COUNT"
205,"Robotic Arm Moving Fault AQM E0B5",195,,"IHN_LEVEL3_DESC","Robotic Arm Moving Fault AQM E0B5"
181,"Sample Load Interrupted due to Carrier Runaway IOM 0476",242,,"ERROR_CODE_VALUE","0476"
181,"Sample Load Interrupted due to Carrier Runaway IOM 0476",242,,"MODULE","IOM"
181,"Sample Load Interrupted due to Carrier Runaway IOM 0476",242,,"ERROR_COUNT","10"
181,"Sample Load Interrupted due to Carrier Runaway IOM 0476",242,,"THRESHOLD_DATA_DAYS","2"
181,"Sample Load Interrupted due to Carrier Runaway IOM 0476",242,,"THRESHOLDS_DAYS","2"
181,"Sample Load Interrupted due to Carrier Runaway IOM 0476",242,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
181,"Sample Load Interrupted due to Carrier Runaway IOM 0476",242,,"ALGORITHM_TYPE","ERROR_COUNT"
181,"Sample Load Interrupted due to Carrier Runaway IOM 0476",242,,"IHN_LEVEL3_DESC","Sample Load Interrupted due to Carrier Runaway IOM 0476"
153,"Sample Load Interrupted due to Carrier Runaway SRM 0E76",112,,"ERROR_CODE_VALUE","0E76"
153,"Sample Load Interrupted due to Carrier Runaway SRM 0E76",112,,"MODULE","SRM"
153,"Sample Load Interrupted due to Carrier Runaway SRM 0E76",112,,"ERROR_COUNT","10"
153,"Sample Load Interrupted due to Carrier Runaway SRM 0E76",112,,"THRESHOLD_DATA_DAYS","2"
153,"Sample Load Interrupted due to Carrier Runaway SRM 0E76",112,,"THRESHOLDS_DAYS","2"
153,"Sample Load Interrupted due to Carrier Runaway SRM 0E76",112,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
153,"Sample Load Interrupted due to Carrier Runaway SRM 0E76",112,,"ALGORITHM_TYPE","ERROR_COUNT"
153,"Sample Load Interrupted due to Carrier Runaway SRM 0E76",112,,"IHN_LEVEL3_DESC","Sample Load Interrupted due to Carrier Runaway SRM 0E76"
179,"Sample Presentation Error and Level Sense Error C16 7087",185,,"ERROR_CODE_VALUE","7087"
179,"Sample Presentation Error and Level Sense Error C16 7087",185,,"MODULE","C16"
179,"Sample Presentation Error and Level Sense Error C16 7087",185,,"ERROR_COUNT","1"
179,"Sample Presentation Error and Level Sense Error C16 7087",185,,"THRESHOLD_DATA_DAYS","1"
179,"Sample Presentation Error and Level Sense Error C16 7087",185,,"THRESHOLDS_DAYS","1"
179,"Sample Presentation Error and Level Sense Error C16 7087",185,,"THRESHOLD_DESCRIPTION","1/day"
179,"Sample Presentation Error and Level Sense Error C16 7087",185,,"ALGORITHM_TYPE","ERROR_COUNT"
179,"Sample Presentation Error and Level Sense Error C16 7087",185,,"IHN_LEVEL3_DESC","Sample Presentation Error and Level Sense Error C16 7087"
175,"Sample Presentation Error and Level Sense Error ISR 5089",163,,"ERROR_CODE_VALUE","5089"
175,"Sample Presentation Error and Level Sense Error ISR 5089",163,,"MODULE","ISR"
175,"Sample Presentation Error and Level Sense Error ISR 5089",163,,"ERROR_COUNT","1"
175,"Sample Presentation Error and Level Sense Error ISR 5089",163,,"THRESHOLD_DATA_DAYS","1"
175,"Sample Presentation Error and Level Sense Error ISR 5089",163,,"THRESHOLDS_DAYS","1"
175,"Sample Presentation Error and Level Sense Error ISR 5089",163,,"THRESHOLD_DESCRIPTION","1/day"
175,"Sample Presentation Error and Level Sense Error ISR 5089",163,,"ALGORITHM_TYPE","ERROR_COUNT"
175,"Sample Presentation Error and Level Sense Error ISR 5089",163,,"IHN_LEVEL3_DESC","Sample Presentation Error and Level Sense Error ISR 5089"
152,"Sample Presentation Error At Routine Gate ISR 503B",108,,"ERROR_CODE_VALUE","503B"
152,"Sample Presentation Error At Routine Gate ISR 503B",108,,"MODULE","ISR"
152,"Sample Presentation Error At Routine Gate ISR 503B",108,,"ERROR_COUNT","1"
152,"Sample Presentation Error At Routine Gate ISR 503B",108,,"THRESHOLD_DATA_DAYS","1"
152,"Sample Presentation Error At Routine Gate ISR 503B",108,,"THRESHOLDS_DAYS","1"
152,"Sample Presentation Error At Routine Gate ISR 503B",108,,"THRESHOLD_DESCRIPTION","1/day"
152,"Sample Presentation Error At Routine Gate ISR 503B",108,,"ALGORITHM_TYPE","ERROR_COUNT"
152,"Sample Presentation Error At Routine Gate ISR 503B",108,,"IHN_LEVEL3_DESC","Sample Presentation Error At Routine Gate ISR 503B"
158,"Sample Presentation Error at STAT Gate ISR 503A",110,,"ERROR_CODE_VALUE","503A"
158,"Sample Presentation Error at STAT Gate ISR 503A",110,,"MODULE","ISR"
158,"Sample Presentation Error at STAT Gate ISR 503A",110,,"ERROR_COUNT","1"
158,"Sample Presentation Error at STAT Gate ISR 503A",110,,"THRESHOLD_DATA_DAYS","1"
158,"Sample Presentation Error at STAT Gate ISR 503A",110,,"THRESHOLDS_DAYS","1"
158,"Sample Presentation Error at STAT Gate ISR 503A",110,,"THRESHOLD_DESCRIPTION","1/day"
158,"Sample Presentation Error at STAT Gate ISR 503A",110,,"ALGORITHM_TYPE","ERROR_COUNT"
158,"Sample Presentation Error at STAT Gate ISR 503A",110,,"IHN_LEVEL3_DESC","Sample Presentation Error at STAT Gate ISR 503A"
164,"Sample Queue Error At Routine Gate ISR 508F",111,,"ERROR_CODE_VALUE","508F"
164,"Sample Queue Error At Routine Gate ISR 508F",111,,"MODULE","ISR"
164,"Sample Queue Error At Routine Gate ISR 508F",111,,"ERROR_COUNT","1"
164,"Sample Queue Error At Routine Gate ISR 508F",111,,"THRESHOLD_DATA_DAYS","1"
164,"Sample Queue Error At Routine Gate ISR 508F",111,,"THRESHOLDS_DAYS","1"
164,"Sample Queue Error At Routine Gate ISR 508F",111,,"THRESHOLD_DESCRIPTION","1/day"
164,"Sample Queue Error At Routine Gate ISR 508F",111,,"ALGORITHM_TYPE","ERROR_COUNT"
164,"Sample Queue Error At Routine Gate ISR 508F",111,,"IHN_LEVEL3_DESC","Sample Queue Error At Routine Gate ISR 508F"
169,"Sample Queue Error at STAT Gate ISR 508A",114,,"ERROR_CODE_VALUE","508A"
169,"Sample Queue Error at STAT Gate ISR 508A",114,,"MODULE","ISR"
169,"Sample Queue Error at STAT Gate ISR 508A",114,,"ERROR_COUNT","1"
169,"Sample Queue Error at STAT Gate ISR 508A",114,,"THRESHOLD_DATA_DAYS","1"
169,"Sample Queue Error at STAT Gate ISR 508A",114,,"THRESHOLDS_DAYS","1"
169,"Sample Queue Error at STAT Gate ISR 508A",114,,"THRESHOLD_DESCRIPTION","1/day"
169,"Sample Queue Error at STAT Gate ISR 508A",114,,"ALGORITHM_TYPE","ERROR_COUNT"
169,"Sample Queue Error at STAT Gate ISR 508A",114,,"IHN_LEVEL3_DESC","Sample Queue Error at STAT Gate ISR 508A"
184,"Sample Queue Error C16 7086",177,,"ERROR_CODE_VALUE","7086"
184,"Sample Queue Error C16 7086",177,,"MODULE","C16"
184,"Sample Queue Error C16 7086",177,,"ERROR_COUNT","1"
184,"Sample Queue Error C16 7086",177,,"THRESHOLD_DATA_DAYS","1"
184,"Sample Queue Error C16 7086",177,,"THRESHOLDS_DAYS","1"
184,"Sample Queue Error C16 7086",177,,"THRESHOLD_DESCRIPTION","1/day"
184,"Sample Queue Error C16 7086",177,,"ALGORITHM_TYPE","ERROR_COUNT"
184,"Sample Queue Error C16 7086",177,,"IHN_LEVEL3_DESC","Sample Queue Error C16 7086"
190,"Sample Queue Error On Carrier Not In List At Routine Gate ISR 5090",187,,"ERROR_CODE_VALUE","5090"
190,"Sample Queue Error On Carrier Not In List At Routine Gate ISR 5090",187,,"MODULE","ISR"
190,"Sample Queue Error On Carrier Not In List At Routine Gate ISR 5090",187,,"ERROR_COUNT","1"
