PHM_ALGORITHM_ROUTINE_SK,PHM_PATTERNS_SK,PHM_PRODUCT_ROUTINE_SK,PHM_REUSABLE_ROUTINE_SK,ROUTINE_TYPE,ROUTINE_NAME,ROUTINE_DESCRIPTION,RUN_MODE,ROUTINE_FILE_NAME,ROUTINE_INVOKE_COMMAND,MIME_TYPE,REQUEST_DEPLOY,LAST_DEPLOYED_DATE,REQUESTED_USER,PROCEDURE_SOURCE,DEPLOYED_USER,DEPLOYMENT_LOG,DEPLOYED_DATE,DEPLOYMENT_STATUS,LAST_DEPLOYMENT_STATUS,ENABLE_YN,DELETE_FLAG,APP_AUDITS_CREATE_USER,APP_AUDITS_CREATE_DATE,APP_AUDITS_MODIFY_USER,APP_AUDITS_MODIFY_DATE
5487,137,,,,"Sample Tube Lost CM 06D4","CM:06D4","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:21:43.000000 PM","CHANDSN","11/23/2016 7:26:11.000000 AM"
5489,144,,,,"Sample Tube Lost SRM 0ED4","SRM:0ED4","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:23:10.000000 PM","CHANDSN","11/23/2016 7:25:36.000000 AM"
5491,95,,,,"Temperature Heater Sensor Error SM 90A6","SM:90A6","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:27:48.000000 PM","CHANDSN","11/23/2016 7:26:07.000000 AM"
5493,143,,,,"Too Many Sample ID Mismatches ALL SC05F","ALL:SC05F","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:29:11.000000 PM","CHANDSN","11/23/2016 7:26:03.000000 AM"
5495,157,,,,"Tube Disposal Failure SRM 0ED6","SRM:0ED6","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:30:45.000000 PM","CHANDSN","11/23/2016 7:28:38.000000 AM"
5497,161,,,,"Tube Drop Failure SRM 0FFA","SRM:0FFA","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:32:06.000000 PM","CHANDSN","11/23/2016 6:12:02.000000 AM"
5499,149,,,,"Tube Gripper Open Fault During Sample Tube Picking CM 06B6","CM:06B6","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:33:59.000000 PM","CHANDSN","11/23/2016 7:02:11.000000 AM"
5501,155,,,,"Tube Gripper Open Fault During Sample Tube Placing CM 06B8","CM:06B8","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:35:36.000000 PM","CHANDSN","11/23/2016 7:25:59.000000 AM"
5503,114,,,,"Unreadable Sample ID AQM E044","AQM:E044","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:37:01.000000 PM","CHANDSN","11/23/2016 7:28:52.000000 AM"
5505,126,,,,"Unreadable Sample ID CM 0605","CM:0605","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:38:58.000000 PM","CHANDSN","11/23/2016 7:28:59.000000 AM"
5507,130,,,,"Unreadable Sample ID ISR 5015","ISR:5015","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:40:42.000000 PM","CLAYRF","3/22/2018 4:10:31.000000 PM"
5509,138,,,,"Unreadable Sample ID SRM 0E05","SRM:0E05","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:42:25.000000 PM","CLAYRF","3/16/2018 8:40:01.000000 AM"
5511,105,,,,"Unreadable Sample ID or Unreadable Rack ID IOM 0405_1","IOM:0405","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:44:15.000000 PM","CHANDSN","11/23/2016 7:25:46.000000 AM"
5513,110,,,,"Unreadable Sample ID or Unreadable Rack ID IOM 0405_2","IOM:0405","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:45:57.000000 PM","CHANDSN","11/23/2016 7:25:42.000000 AM"
5515,180,,,,"Waiting For Run Away Ack Notification - Barcode Reader Gate IOM 0453","IOM:0453","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:47:48.000000 PM","CHANDSN","11/23/2016 6:11:47.000000 AM"
5517,102,,,,"Carrier Run Away from Barcode Reader Gate ISR 5003","ISR:5003","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:50:43.000000 PM","CHANDSN","11/23/2016 7:28:42.000000 AM"
5895,361,5004,,"Oracle Procedure","DM Fail IA","Daily Maintenance Fail for IA Platform","Batch","PHM_DM_FAIL_IA_algorithm_V4_26Sep2017.sql","PHM_DM_FAIL_IA_algorithm","application/octet-stream",,"9/18/2017 12:33:12.000000 PM",,"Define New Routine","CHANDSN","Success","1/13/2018 9:20:12.000000 PM","Success","Success","Y","N","HEITZRP","5/5/2017 9:31:31.000000 AM","CHANDSN","1/14/2018 12:33:58.000000 PM"
5180,220,,,,"Axis X Moving Fault Recovery has Failed IOM 049E","IOM:049E","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:17:37.000000 PM","CHANDSN","11/23/2016 5:59:31.000000 AM"
5182,233,,,,"Axis X Moving Fault Recovery has Failed SRM 0E9E","SRM:0E9E","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:19:05.000000 PM","CHANDSN","11/23/2016 5:59:07.000000 AM"
5184,239,,,,"Axis Y Moving Fault Recovery has Failed CM 069D","CM:069D","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:20:32.000000 PM","CHANDSN","11/23/2016 7:02:34.000000 AM"
5186,236,,,,"Axis Y Moving Fault Recovery has Failed IOM 049D","IOM:049D","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:24:15.000000 PM","CHANDSN","11/23/2016 5:58:32.000000 AM"
5189,243,,,,"Axis Y Moving Fault Recovery has Failed SRM 0E9D","SRM:0E9D","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:25:48.000000 PM","CHANDSN","11/23/2016 5:57:39.000000 AM"
5191,97,,,,"Axis Z Down Failure CM 06BB","CM:06BB","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:27:24.000000 PM","CHANDSN","11/23/2016 7:02:38.000000 AM"
5193,247,,,,"Axis Z Down Failure IOM 04BB","IOM:04BB","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:29:00.000000 PM","CHANDSN","11/23/2016 5:57:54.000000 AM"
5195,103,,,,"Axis Z Down Failure RIM 0B9E","RIM:0B9E","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:31:06.000000 PM","CHANDSN","11/23/2016 7:02:42.000000 AM"
5197,109,,,,"Axis Z Down Failure ROM 0D9A","ROM:0D9A","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:33:33.000000 PM","CHANDSN","11/23/2016 7:02:46.000000 AM"
5200,113,,,,"Axis Z Down Failure SRM 0EBB","SRM:0EBB","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:36:48.000000 PM","CHANDSN","11/23/2016 7:02:54.000000 AM"
5203,124,,,,"Axis Z Up Failure CM 06BA","CM:06BA","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:38:43.000000 PM","CHANDSN","11/23/2016 7:03:00.000000 AM"
5205,119,,,,"Axis Z Up Failure IOM 04BA","IOM:04BA","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:40:35.000000 PM","CHANDSN","11/23/2016 7:18:01.000000 AM"
5208,129,,,,"Axis Z Up Failure RIM 0B9D","RIM:0B9D","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:42:20.000000 PM","CHANDSN","11/23/2016 7:03:06.000000 AM"
5211,136,,,,"Axis Z Up Failure ROM 0D99","ROM:0D99","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:45:11.000000 PM","CHANDSN","11/23/2016 7:18:05.000000 AM"
5214,142,,,,"Axis Z Up Failure SRM 0EBA","SRM:0EBA","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:47:25.000000 PM","CHANDSN","11/23/2016 7:03:10.000000 AM"
5216,209,,,,"Cap Drop Failure DCM 1087","DCM:1087","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:49:09.000000 PM","CLAYRF","6/14/2018 3:07:51.000000 PM"
5218,214,,,,"Cap Drop Sensor Error DCM 108B","DCM:108B","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:50:59.000000 PM","CHANDSN","11/23/2016 6:10:56.000000 AM"
5220,221,,,,"Cap Waste Sensor Error DCM 1091","DCM:1091","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:52:21.000000 PM","CHANDSN","11/23/2016 5:59:38.000000 AM"
5223,223,,,,"Carrier At Barcode Reader Gate in Incorrect Status ISR 500C","ISR:500C","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:53:55.000000 PM","CHANDSN","11/23/2016 7:03:14.000000 AM"
5225,227,,,,"Carrier At Divert Gate in Incorrect Status ISR 500A","ISR:500A","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:56:44.000000 PM","CHANDSN","11/23/2016 6:10:29.000000 AM"
5227,235,,,,"Carrier At Output Gate in Incorrect Status ISR 5010","ISR:5010","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 12:59:37.000000 PM","CHANDSN","11/23/2016 5:58:27.000000 AM"
5230,238,,,,"Carrier At Prepare Gate in Incorrect Status ISR 500B","ISR:500B","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:02:55.000000 PM","CHANDSN","11/23/2016 5:58:41.000000 AM"
5232,241,,,,"Carrier At Return Gate in Incorrect Status ISR 500F","ISR:500F","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:05:42.000000 PM","CHANDSN","11/23/2016 5:58:23.000000 AM"
5234,242,,,,"Carrier At Routine Gate in Incorrect Status ISR 500E","ISR:500E","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:10:29.000000 PM","CHANDSN","11/23/2016 5:58:09.000000 AM"
5237,245,,,,"Carrier At Routine Input Gate in Incorrect Status ISR 5011","ISR:5011","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:13:24.000000 PM","CHANDSN","11/23/2016 5:57:49.000000 AM"
5239,248,,,,"Carrier At STAT Gate in Incorrect Status ISR 500D","ISR:500D","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:14:59.000000 PM","CHANDSN","11/23/2016 5:58:00.000000 AM"
5241,84,,,,"Carrier At STAT Input Gate in Incorrect Status ISR 5012","ISR:5012","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:16:21.000000 PM","CHANDSN","11/23/2016 7:18:11.000000 AM"
5243,85,,,,"Carrier Not Arrived at Barcode Reader Gate from Prepare Gate ISR 501E","ISR:501E","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:17:56.000000 PM","CHANDSN","11/23/2016 7:18:15.000000 AM"
5245,86,,,,"Carrier Not Arrived at Barcode Reader Gate from Priority Input Gate ISR 5020","ISR:5020","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:19:32.000000 PM","CHANDSN","11/23/2016 7:03:18.000000 AM"
5247,87,,,,"Carrier Not Arrived at Barcode Reader Gate from Return Gate ISR 501F","ISR:501F","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:21:01.000000 PM","CHANDSN","11/23/2016 7:03:23.000000 AM"
5249,89,,,,"Carrier Not Arrived at Output Gate from Return Gate ISR 5013","ISR:5013","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:22:55.000000 PM","CHANDSN","11/23/2016 7:17:31.000000 AM"
5251,91,,,,"Carrier Not Arrived at Output Gate from STAT Input Gate ISR 5014","ISR:5014","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:24:20.000000 PM","CHANDSN","11/23/2016 7:17:35.000000 AM"
5253,94,,,,"Carrier Not Released on Track from Return Gate ISR 5022","ISR:5022","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:25:44.000000 PM","CHANDSN","11/23/2016 7:17:39.000000 AM"
5255,99,,,,"Carrier Not Released on Track from STAT Input Gate ISR 5023","ISR:5023","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:27:12.000000 PM","CHANDSN","11/23/2016 7:17:44.000000 AM"
5257,228,,,,"Carrier Run Away IOM 8018","IOM:8018","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:30:02.000000 PM","CHANDSN","11/23/2016 7:18:19.000000 AM"
5570,283,5020,7640,"Oracle Procedure","APA IA 5106","5106 A Process Path Recovery Was Successfully Performed","Real Time",,,,,,,"Use Reusable Group Routine","CHANDSN","Success","2/11/2018 10:54:50.000000 PM","Success",,"Y","N","JOYSX1","10/10/2016 2:37:34.000000 AM","SYS","10/5/2018 2:22:28.000000 PM"
5575,284,5020,7640,"Oracle Procedure","APA IA 5107","5107 process path jam was detected and a recovery was successfully performed.","Real Time",,,,,,,"Use Reusable Group Routine","CHANDSN","Success","2/11/2018 10:54:50.000000 PM","Success",,"Y","N","JOYSX1","10/10/2016 2:42:19.000000 AM","SYS","10/5/2018 2:22:28.000000 PM"
5579,285,5020,7640,"Oracle Procedure","APA IA 7000","7000 Temp failure for channel (x)","Real Time",,,,,,,"Use Reusable Group Routine","CHANDSN","Success","2/11/2018 10:54:50.000000 PM","Success",,"Y","N","JOYSX1","10/10/2016 2:46:45.000000 AM","SYS","10/5/2018 2:22:28.000000 PM"
5583,286,5021,6673,"Oracle Procedure","APA CC 5623","5623 Unable to process test, ICT reference solution not aspirated.","Real Time",,"PHM_APA_CC_ALGORITHM",,,,,"Use Reusable Routine","CHANDSN","Success","2/11/2018 11:45:37.000000 PM","Success",,"Y","N","JOYSX1","10/10/2016 2:52:24.000000 AM","CHANDSN","2/12/2018 12:11:11.000000 AM"
5602,5,,,"Oracle Procedure","Dark Counts >250","Dark Count average exceeded","Batch",,,,,,,"Define New Routine",,,,,,"N","N","DILLISX","10/10/2016 4:02:49.000000 AM","CHANDSN","1/14/2018 12:15:26.000000 PM"
5604,4,,,"Oracle Procedure","Dark Counts >SD100","Dark Count standard deviation exceeded","Batch",,,,,,,"Define New Routine",,,,,,"N","N","DILLISX","10/10/2016 4:03:55.000000 AM","CHANDSN","1/14/2018 12:13:46.000000 PM"
7640,20272,5020,,"Oracle Procedure","APA IA GROUP ALGORITHM","Group algorithm to run all the APA-IA algorithms which are part of this group","Real Time","PHM_APA_IA_GROUP_ALGORITHM.sql","PHM_APA_IA_GROUP_ALGORITHM","application/octet-stream",,,,"Define Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","KHANDMX5","10/5/2018 2:11:52.000000 PM","KHANDMX5","10/5/2018 3:37:19.000000 PM"
5017,9,,,,"i1 Pipettor FE Pressure > 27000","I1","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:24:39.000000 AM","CHANDSN","1/14/2018 12:21:53.000000 PM"
5019,13,,,,"R2 Pipettor FE Pressure > 27000","R2","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:27:17.000000 AM","CHANDSN","1/14/2018 12:19:05.000000 PM"
5021,12,,,,"R1 Pipettor FE Pressure > 27000","R1","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:33:10.000000 AM","CHANDSN","1/14/2018 12:17:32.000000 PM"
5023,10,,,,"STATSAMP Pipettor FE Pressure > 27000","STATSAMP","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:35:12.000000 AM","CHANDSN","1/14/2018 12:19:45.000000 PM"
5025,11,,,,"Sample Pipettor FE Pressure > 27000","SAMP","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 4:40:29.000000 AM","CHANDSN","1/14/2018 12:20:45.000000 PM"
6994,20006,5020,7640,"Oracle Procedure","APA_3000_R1 Pipettor at Reagent bottle positions","APA_3000_R1 Pipettor at Reagent bottle positions","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 1:59:46.000000 PM","LIJX8","7/23/2019 6:36:16.000000 PM"
6996,20008,5020,7640,"Oracle Procedure","APA_3000_R2 Pipettor at Reagent bottle positions","APA_3000_R2 Pipettor at Reagent bottle positions","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 1:59:50.000000 PM","LIJX8","7/23/2019 6:37:00.000000 PM"
7254,20161,,,"Oracle Procedure","Alinity IA Pipettor FE Pressure - Generic","Reusable routine for Alinity IA Pipettor FE Pressure algorithms","Batch","PHM_ICQ_Pipettor_FE_PROC.sql","PHM_ICQ_Pipettor_FE_PROC","application/octet-stream",,,,"Define Reusable Routine","CHANDSN","Success","6/27/2018 4:58:09.000000 PM","Success",,"N","N","CHANDSN","6/27/2018 4:47:46.000000 PM","CHANDSN","6/27/2018 5:15:44.000000 PM"
7261,20162,5121,7254,"Oracle Procedure","Alinity IA Pipettor R1 FE Pressure","To detect degrading Pipettor Pressure Transducers through raised Front End (FE) pressure readings during aspiration","Batch",,"PHM_ICQ_Pipettor_FE_PROC",,,,,"Use Reusable Routine","CHANDSN","Success","6/27/2018 4:58:09.000000 PM","Success",,"Y","N","CHANDSN","6/27/2018 5:06:19.000000 PM","CHANDSN","6/27/2018 5:08:07.000000 PM"
7269,20163,5121,7254,"Oracle Procedure","Alinity IA Pipettor R2 FE Pressure","To detect degrading Pipettor Pressure Transducers through raised Front End (FE) pressure readings during aspiration.","Batch",,"PHM_ICQ_Pipettor_FE_PROC",,,,,"Use Reusable Routine","CHANDSN","Success","6/27/2018 4:58:09.000000 PM","Success",,"Y","N","CHANDSN","6/27/2018 5:14:11.000000 PM","CHANDSN","6/27/2018 5:24:07.000000 PM"
7275,20164,5121,7254,"Oracle Procedure","AIinity IA Pipettor Sample FE Pressure","To detect degrading Pipetter Pressure Transducers through raised Front End (FE) pressure readings during aspiration.","Batch",,"PHM_ICQ_Pipettor_FE_PROC",,,,,"Use Reusable Routine","CHANDSN","Success","6/27/2018 4:58:09.000000 PM","Success",,"Y","N","CHANDSN","6/27/2018 5:23:12.000000 PM","CHANDSN","6/27/2018 5:24:10.000000 PM"
7279,20165,5122,,"Oracle Procedure","Alinity IA Vacuum Sensor","To detect degrading vacuum sensor performance before the customer begins experiencing an increase in Error: 3304 ICQ System Vacuum Failure (Vacuum pressure too high).","Batch","PHM_ICQ_Vacuum_Sensor_PROC.sql","PHM_ICQ_Vacuum_Sensor_PROC","application/octet-stream",,,,"Define New Routine","CHANDSN","Success","6/27/2018 5:49:04.000000 PM","Success",,"Y","N","CHANDSN","6/27/2018 5:40:52.000000 PM","CHANDSN","6/27/2018 5:49:30.000000 PM"
7289,20166,,,"Oracle Procedure","Alinity IA ITV - Generic","Detect degrading ITV performance before the customer begins experiencing an increase in ITV speed errors; 5309 (ITV X) did not reach required speed, causing tests lost to exception.","Batch","PHM_ICQ_ITV_PROC.sql","PHM_ICQ_ITV_PROC","application/octet-stream",,,,"Define Reusable Routine","CHANDSN","Success","6/27/2018 6:06:52.000000 PM","Success",,"N","N","CHANDSN","6/27/2018 6:01:07.000000 PM","LIJX8","8/15/2019 10:08:01.000000 AM"
7294,20167,5123,7289,"Oracle Procedure","Alinity IA ITV R1 PWM","Detect degrading ITV performance before the customer begins experiencing an increase in ITV speed errors; 5309 (ITV X) did not reach required speed, causing tests lost to exception.","Batch",,"PHM_ICQ_ITV_PROC",,,,,"Use Reusable Routine","CHANDSN","Success","6/27/2018 6:06:52.000000 PM","Success",,"N","N","CHANDSN","6/27/2018 6:13:46.000000 PM","LIJX8","8/16/2019 9:31:30.000000 AM"
7298,20168,5123,7289,"Oracle Procedure","Alinity IA ITV R2 PWM","Detect degrading ITV performance before the customer begins experiencing an increase in ITV speed errors; 5309 (ITV X) did not reach required speed, causing tests lost to exception.","Batch",,"PHM_ICQ_ITV_PROC",,,,,"Use Reusable Routine","CHANDSN","Success","6/27/2018 6:06:52.000000 PM","Success",,"N","N","CHANDSN","6/27/2018 6:17:27.000000 PM","LIJX8","8/16/2019 9:31:33.000000 AM"
7301,20169,5123,7289,"Oracle Procedure","Alinity IA ITV Pretreatment  PWM","Detect degrading ITV performance before the customer begins experiencing an increase in ITV speed errors; 5309 (ITV X) did not reach required speed, causing tests lost to exception.","Batch",,"PHM_ICQ_ITV_PROC",,,,,"Use Reusable Routine","CHANDSN","Success","6/27/2018 6:06:52.000000 PM","Success",,"N","N","CHANDSN","6/27/2018 6:21:50.000000 PM","LIJX8","8/16/2019 9:31:36.000000 AM"
7304,20170,5123,7289,"Oracle Procedure","Alinity IA ITV Pretrigger  PWM","Detect degrading ITV performance before the customer begins experiencing an increase in ITV speed errors; 5309 (ITV X) did not reach required speed, causing tests lost to exception.","Batch",,"PHM_ICQ_ITV_PROC",,,,,"Use Reusable Routine","CHANDSN","Success","6/27/2018 6:06:52.000000 PM","Success",,"N","N","CHANDSN","6/27/2018 6:26:25.000000 PM","LIJX8","8/16/2019 9:31:39.000000 AM"
7002,20014,5020,7640,"Oracle Procedure","APA_3100_Inner Reagent","APA_3100_Inner Reagent","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 1:59:59.000000 PM","LIJX8","7/23/2019 6:39:38.000000 PM"
7008,20020,5020,7640,"Oracle Procedure","APA_3100_R2 Pipettor at Reagent Carousel","APA_3100_R2 Pipettor at Reagent Carousel","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:12.000000 PM","LIJX8","7/23/2019 6:44:34.000000 PM"
8301,20491,5180,,"R Script","Alinity CC Daily Maintenance","Alinity CC Daily Maintenance - Using R","Batch","apollo_daily_maintenance_cc.zip",,"application/zip",,,,"Define New Routine",,,,"Success",,"N","N","NISSECX","6/20/2019 8:52:25.000000 AM","NISSECX","7/23/2019 5:13:55.000000 PM"
8677,20651,5280,,"R Script","Alinity C HC Waste Pump Tubing","To detect leaks in the HC Waste Pump tubing","Batch","alinity_cc_hc_waste.zip",,"application/zip",,,,"Define New Routine",,,,"Success",,"N","N","NISSECX","8/15/2019 9:12:43.000000 AM","NISSECX","8/16/2019 1:52:55.000000 PM"
8144,20411,,7640,"Oracle Procedure","APA_5900_Pipettor Z Motor","APA_5900_Pipettor Z Motor","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","LIJX8","4/4/2019 6:12:24.000000 PM","LIJX8","6/13/2019 3:45:52.000000 PM"
8371,20571,5120,,"Oracle Procedure","Alinity IA Trigger/Pre-Trigger Dispense","To detect degrading trigger&#x2F;pre-trigger dispense operations caused by depressed optic reads.","Batch","PHM_ICQ_Trigger_Straw_PROC_V2.sql","PHM_ICQ_Trigger_Straw_PROC","application/octet-stream",,"7/10/2019 6:48:09.000000 PM",,"Define New Routine","LIJX8","Success","7/14/2019 8:38:06.000000 PM","Success","Success","N","N","LIJX8","7/2/2019 9:58:49.000000 AM","LIJX8","8/15/2019 4:42:04.000000 PM"
7052,20063,5020,7640,"Oracle Procedure","APA_5304_Vacuum","APA_5304_Vacuum","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:01:49.000000 PM","LIJX8","7/24/2019 5:43:39.000000 PM"
7552,20257,5020,7640,"Oracle Procedure","APA_5503_Pre-Trigger Pump","APA_5503_Pre-Trigger Pump","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","CHANDSN","7/24/2018 5:44:40.000000 PM","LIJX8","7/24/2019 6:24:56.000000 PM"
7763,20328,,7676,"Oracle Procedure","Alinity CC Cuvette Integrity Segment 16","To detect broken or cracked cuvettes.","Batch",,"PHM_ICQ_Cuv_Integrity_Grp_Alg",,,,,"Use Reusable Group Routine","CHANDSN","Success","11/13/2018 11:29:28.000000 AM","Success",,"Y","N","CHANDSN","11/13/2018 1:20:19.000000 PM","LIJX8","11/19/2018 8:59:32.000000 AM"
7773,20330,5180,,"Oracle Procedure","Alinity CC Cuvette Wash","To detect cuvette wash problems.","Batch","PHM_ICQ_Cuvette_Wash_PROC.sql","PHM_ICQ_Cuvette_Wash_PROC","application/octet-stream",,,,"Define New Routine","CHANDSN","Success","11/13/2018 1:40:34.000000 PM","Success",,"Y","N","CHANDSN","11/13/2018 1:39:06.000000 PM","LIJX8","11/19/2018 8:58:03.000000 AM"
7053,20064,5020,7640,"Oracle Procedure","APA_5305_Vacuum","APA_5305_Vacuum","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:01:51.000000 PM","LIJX8","7/24/2019 5:45:41.000000 PM"
7556,20258,5020,7640,"Oracle Procedure","APA_5900_R1 Pipettor Z Motor","APA_5900_R1 Pipettor Z Motor","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","CHANDSN","7/24/2018 5:48:58.000000 PM","LIJX8","7/24/2019 6:34:43.000000 PM"
7054,20065,5020,7640,"Oracle Procedure","APA_5306_Vacuum","APA_5306_Vacuum","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:01:52.000000 PM","LIJX8","7/24/2019 5:46:48.000000 PM"
