SQL Statement which produced this data:
  select 
      *
  from 
      svc_phm_owner.phm_threshold_parameter;

PHM_THR_PAR_SK,PHM_D_ALGORITHM_DEFINITIONS_SK,PHM_PATTERNS_SK,PARAMETER_GROUP_NAME,PARAMETER_NAME,PARAMETER_VALUES,DELETE_FLAG,APP_AUDITS_CREATE_USER,APP_AUDITS_CREATE_DATE,APP_AUDITS_MODIFY_USER,APP_AUDITS_MODIFY_DATE
7744,1002,10313,"APS","THRESHOLD_TYPE","COUNT","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7745,1002,10314,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7746,1002,10314,"APS","ERROR_CODE_REG_EXPR","Sample Queue Error - Instrument 8","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7747,1002,10314,"APS","ERROR_COUNT","1","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7748,1002,10314,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7749,1002,10314,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7750,1002,10314,"APS","THRESHOLDS_DAYS","1","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7751,1002,10314,"CHART_CONFIG","THRESHOLD_DESCRIPTION","1/day","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7752,1002,10314,"APS","THRESHOLD_TYPE","COUNT","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7753,1002,10315,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7754,1002,10315,"APS","ERROR_CODE_REG_EXPR","Storage - Temperature Out of Range","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7755,1002,10315,"APS","ERROR_COUNT","3","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7756,1002,10315,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7757,1002,10315,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7758,1002,10315,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7759,1002,10315,"CHART_CONFIG","THRESHOLD_DESCRIPTION","3/day for 2 consecutive days","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7760,1002,10315,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7761,1002,10316,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7762,1002,10316,"APS","ERROR_CODE_REG_EXPR","Storage Sample Robot: Error 21: Moving Fault - Axis 1","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7763,1002,10316,"APS","ERROR_COUNT","4","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7764,1002,10316,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7765,1002,10316,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7766,1002,10316,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7767,1002,10316,"CHART_CONFIG","THRESHOLD_DESCRIPTION","4/day - 2 consecutive days","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7768,1002,10316,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7769,1002,10317,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7770,1002,10317,"APS","ERROR_CODE_REG_EXPR","Storage Sample Robot: Error 22: Moving Fault - Axis 2","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7771,1002,10317,"APS","ERROR_COUNT","4","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7772,1002,10317,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7773,1002,10317,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7774,1002,10317,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7775,1002,10317,"CHART_CONFIG","THRESHOLD_DESCRIPTION","4/day - 2 consecutive days","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7776,1002,10317,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7777,1002,10318,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7778,1002,10318,"APS","ERROR_CODE_REG_EXPR","Storage Sample Robot: Error 23: Moving Fault - Axis 3","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7779,1002,10318,"APS","ERROR_COUNT","4","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7780,1002,10318,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7781,1002,10318,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7782,1002,10318,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7783,1002,10318,"CHART_CONFIG","THRESHOLD_DESCRIPTION","4/day - 2 consecutive days","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7784,1002,10318,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7785,1002,10319,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7786,1002,10319,"APS","ERROR_CODE_REG_EXPR","Storage Sample Robot: Error 34: Axis 1 Homing Fault","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7787,1002,10319,"APS","ERROR_COUNT","4","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7788,1002,10319,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7789,1002,10319,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7790,1002,10319,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7791,1002,10319,"CHART_CONFIG","THRESHOLD_DESCRIPTION","4/day - 2 consecutive days","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7792,1002,10319,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7793,1002,10320,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7794,1002,10320,"APS","ERROR_CODE_REG_EXPR","Storage Sample Robot: Error 35: Axis 2 Homing Fault","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7795,1002,10320,"APS","ERROR_COUNT","4","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7796,1002,10320,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7797,1002,10320,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7798,1002,10320,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7799,1002,10320,"CHART_CONFIG","THRESHOLD_DESCRIPTION","4/day - 2 consecutive days","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7800,1002,10320,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7801,1002,10321,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7802,1002,10321,"APS","ERROR_CODE_REG_EXPR","Storage Sample Robot: Error 36: Axis 3 Homing Fault","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7803,1002,10321,"APS","ERROR_COUNT","4","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7804,1002,10321,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
6181,1002,10118,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6182,1002,10118,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6183,1002,10118,"CHART_CONFIG","THRESHOLD_DESCRIPTION","3/day - 2 consecutive days","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6184,1002,10118,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6185,1002,10119,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6186,1002,10119,"APS","ERROR_CODE_REG_EXPR","Centrifuge Temperature Error","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6187,1002,10119,"APS","ERROR_COUNT","2","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6188,1002,10119,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6189,1002,10119,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6190,1002,10119,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6191,1002,10119,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/day - 2 consecutive days","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6192,1002,10119,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6193,1002,10120,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6194,1002,10120,"APS","ERROR_CODE_REG_EXPR","Centrifuge: Error 28: Total Timeout Expired","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6195,1002,10120,"APS","ERROR_COUNT","4","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6196,1002,10120,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6197,1002,10120,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6198,1002,10120,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6199,1002,10120,"CHART_CONFIG","THRESHOLD_DESCRIPTION","4/day - 2 consecutive days","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6200,1002,10120,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6201,1002,10121,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6202,1002,10121,"APS","ERROR_CODE_REG_EXPR","Decapper: Error 19: Grip/Release Cap Failure","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6203,1002,10121,"APS","ERROR_COUNT","1","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6204,1002,10121,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6205,1002,10121,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6206,1002,10121,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6207,1002,10121,"CHART_CONFIG","THRESHOLD_DESCRIPTION","1/day - 2 consecutive days","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6208,1002,10121,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6209,1002,10122,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6210,1002,10122,"APS","ERROR_CODE_REG_EXPR","Decapper: Error 20: Cap Drop Failure","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6211,1002,10122,"APS","ERROR_COUNT","1","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6212,1002,10122,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6213,1002,10122,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6214,1002,10122,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6215,1002,10122,"CHART_CONFIG","THRESHOLD_DESCRIPTION","1/day - 2 consecutive days","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6216,1002,10122,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6217,1002,10123,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6218,1002,10123,"APS","ERROR_CODE_REG_EXPR","Decapper: Error 21: Head Up Failure","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6219,1002,10123,"APS","ERROR_COUNT","1","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6220,1002,10123,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6221,1002,10123,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6222,1002,10123,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6223,1002,10123,"CHART_CONFIG","THRESHOLD_DESCRIPTION","1/day - 2 consecutive days","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6224,1002,10123,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6225,1002,10124,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6226,1002,10124,"APS","ERROR_CODE_REG_EXPR","Decapper: Error 22: Head Down Failure","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6227,1002,10124,"APS","ERROR_COUNT","1","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6228,1002,10124,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6229,1002,10124,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6230,1002,10124,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6231,1002,10124,"CHART_CONFIG","THRESHOLD_DESCRIPTION","1/day - 2 consecutive days","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6232,1002,10124,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6233,1002,10125,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6234,1002,10125,"APS","ERROR_CODE_REG_EXPR","I/O Robot: Error 21: Moving Fault - Axis 1","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6235,1002,10125,"APS","ERROR_COUNT","4","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6236,1002,10125,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6237,1002,10125,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6238,1002,10125,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6239,1002,10125,"CHART_CONFIG","THRESHOLD_DESCRIPTION","4/day - 2 consecutive days","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6240,1002,10125,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6241,1002,10126,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6242,1002,10126,"APS","ERROR_CODE_REG_EXPR","I/O Robot: Error 22: Moving Fault - Axis 2","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6243,1002,10126,"APS","ERROR_COUNT","4","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6244,1002,10126,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6245,1002,10126,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6246,1002,10126,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6247,1002,10126,"CHART_CONFIG","THRESHOLD_DESCRIPTION","4/day - 2 consecutive days","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6248,1002,10126,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6249,1002,10127,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6250,1002,10127,"APS","ERROR_CODE_REG_EXPR","I/O Robot: Error 23: Moving Fault - Axis 3","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6251,1002,10127,"APS","ERROR_COUNT","4","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6252,1002,10127,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6253,1002,10127,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6254,1002,10127,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6255,1002,10127,"CHART_CONFIG","THRESHOLD_DESCRIPTION","4/day - 2 consecutive days","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6256,1002,10127,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6257,1002,10128,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6258,1002,10128,"APS","ERROR_CODE_REG_EXPR","I/O Robot: Error 34: Axis 1 Homing Fault","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6259,1002,10128,"APS","ERROR_COUNT","4","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6260,1002,10128,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6261,1002,10128,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6262,1002,10128,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6263,1002,10128,"CHART_CONFIG","THRESHOLD_DESCRIPTION","4/day - 2 consecutive days","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6264,1002,10128,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6265,1002,10129,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6266,1002,10129,"APS","ERROR_CODE_REG_EXPR","I/O Robot: Error 35: Axis 2 Homing Fault","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6267,1002,10129,"APS","ERROR_COUNT","4","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6268,1002,10129,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6269,1002,10129,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6270,1002,10129,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6271,1002,10129,"CHART_CONFIG","THRESHOLD_DESCRIPTION","4/day - 2 consecutive days","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6272,1002,10129,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6273,1002,10130,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6274,1002,10130,"APS","ERROR_CODE_REG_EXPR","I/O Robot: Error 36: Axis 3 Homing Fault","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6275,1002,10130,"APS","ERROR_COUNT","4","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6276,1002,10130,"APS","IHN_LEVEL3_DESC",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6277,1002,10130,"APS","THRESHOLD_DATA_DAYS",,"N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6278,1002,10130,"APS","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6279,1002,10130,"CHART_CONFIG","THRESHOLD_DESCRIPTION","4/day - 2 consecutive days","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6280,1002,10130,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6281,1002,10131,"APS","ALGORITHM_TYPE","COUNT","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
